file_,Green_mean,Red_mean,NGRDI_mean,location,Green_mean_sat,Red_mean_sat,NGRDI_mean_sat
Crawfordsville-TP1-4353_26_46,108.19072530770325,71.30673804164893,-0.2090227799072113,Crawfordsville,440.8,273.3853658536585,-0.2594180838075787
Crawfordsville-TP1-4353_27_42,111.71634761107124,73.93517189120205,-0.208798077830915,Crawfordsville,532.6425120772947,345.5507246376812,-0.2354938200195928
Crawfordsville-TP1-4353_27_43,127.40722184518344,82.72394107549204,-0.2223859813122789,Crawfordsville,562.7536231884058,355.8695652173913,-0.2425986550798609
Crawfordsville-TP1-4353_27_44,131.11858767761126,85.88934352391972,-0.2140286321757693,Crawfordsville,545.1342592592592,329.7638888888889,-0.264374504641478
Crawfordsville-TP1-4353_27_45,109.37126119146691,71.73717923119314,-0.2014350784354878,Crawfordsville,491.3084577114428,303.5820895522388,-0.2713034676001017
Crawfordsville-TP1-4353_27_46,126.57648554203904,86.84610848351788,-0.1916286994484351,Crawfordsville,549.255,349.955,-0.244183506408882
Crawfordsville-TP1-4353_28_42,115.33448700483152,76.56699272205108,-0.2111445780428291,Crawfordsville,519.5174129353234,338.67164179104475,-0.2208732121077191
Crawfordsville-TP1-4353_28_43,117.85271936038862,75.134132172857,-0.2265142293934754,Crawfordsville,534.3809523809524,338.4238095238095,-0.2475762984257278
Crawfordsville-TP1-4353_28_44,127.13788331149924,87.77125949166951,-0.1850638884797312,Crawfordsville,544.4228855721393,348.0696517412935,-0.2427747242247985
Crawfordsville-TP1-4353_28_45,119.02398219344396,77.7150465398624,-0.2094096752823212,Crawfordsville,489.0917874396136,297.56038647343,-0.272879630893292
Crawfordsville-TP1-4353_28_46,124.84272751263676,85.0278313473133,-0.189590033905607,Crawfordsville,501.3943661971831,314.2112676056338,-0.2659815552299319
Crawfordsville-TP1-4353_29_42,109.08797864859682,71.20531547657099,-0.2153476335559652,Crawfordsville,498.1018518518519,324.72222222222223,-0.2394261841443764
Crawfordsville-TP1-4353_29_43,120.76407886236572,80.43292152843686,-0.1991131310859115,Crawfordsville,561.2475247524752,360.6089108910891,-0.2420778238734081
Crawfordsville-TP1-4353_29_44,122.35611443493076,81.00206594298953,-0.2036054844415228,Crawfordsville,534.35,339.95,-0.2415500200196025
Crawfordsville-TP1-4353_29_45,123.21016019477638,84.46017118892749,-0.1892620487416067,Crawfordsville,513.0772946859903,329.8985507246377,-0.2448402644153125
Crawfordsville-TP1-4353_29_46,121.460230509663,78.72130879769252,-0.2210061226269766,Crawfordsville,569.8333333333334,367.8529411764706,-0.2372323736779874
Crawfordsville-TP1-4353_30_42,125.47868506671988,94.05430431755158,-0.1455478917711878,Crawfordsville,515.32,345.1,-0.2103618797096249
Crawfordsville-TP1-4353_30_43,128.77045059608002,93.806090119216,-0.1520294721009313,Crawfordsville,519.6731707317073,343.7609756097561,-0.221212353027682
